Employee_Id,Full_Name,Age,Education_Level,Hire_Date,Exit_Date,Department,Job_Role,Job_Level,Employment_Type,Base_Salary_Annual,Store_Location,Store_Location_Latitude,Store_Location_Longitude,Store_Id,Manager_Id,Manager_Name,Manager_Status,Is_Active,Tenure_Days,Exit_YearMonth,Age_Group
EMP001598,Elizabeth Hunter,31,High School,2021-09-08,,Store Operations,Cashier,Entry,Full-time,22794.19,Memphis,35.1495,-90.049,STR019,EMP000121,Jamie Walton,Manager,True,1210,,Millennial
EMP001599,Aaron Jennings,21,Some College,2021-01-31,,Store Operations,Cashier,Entry,Part-time,13713.95,Las Vegas,36.1699,-115.1398,STR047,EMP000240,Briana Murray,Manager,True,1430,,Gen Z
EMP001600,Nathaniel Gilbert,30,Master's,2017-07-28,,Store Operations,Cashier,Entry,Full-time,30941.91,Seattle,47.6062,-122.3321,STR057,EMP000520,Michael Johnson,Manager,True,2713,,Millennial
EMP001601,Christopher Rivera,41,Bachelor's,2020-01-25,2023-02-04,Store Operations,Cashier,Entry,Part-time,14351.2,Memphis,35.1495,-90.049,STR058,EMP000767,Tamara Riddle,Manager,False,1106,2023-02,Gen X
EMP001602,Michael Hendricks,28,Some College,2020-07-26,2024-10-02,Store Operations,Senior Sales Associate,Senior_Associate,Seasonal,15940.23,Phoenix,33.4484,-112.074,STR133,EMP000529,Melissa Bishop,Senior Manager,False,1529,2024-10,Millennial
EMP001603,Maria Olson,43,Some College,2021-11-23,,Store Operations,Sales Associate,Associate,Full-time,30719.88,Boston,42.3601,-71.0589,STR081,EMP001026,Brandon Kelly,Manager,True,1134,,Gen X
EMP001604,Stephanie Herrera,26,Master's,2019-04-11,,Store Operations,Sales Associate,Associate,Seasonal,12903.98,Nashville,36.1627,-86.7816,STR025,EMP000053,Rebecca Valencia,Manager,True,2091,,Millennial
EMP001605,Richard Gutierrez,36,Master's,2018-09-11,,Store Operations,Cashier,Entry,Full-time,22694.24,Phoenix,33.4484,-112.074,STR133,EMP000529,Melissa Bishop,Senior Manager,True,2303,,Millennial
EMP001606,Sandy Evans,23,High School,2019-07-15,,Store Operations,Sales Associate,Associate,Seasonal,13691.49,Las Vegas,36.1699,-115.1398,STR026,EMP001224,Raymond Quinn,Manager,True,1996,,Gen Z
EMP001607,Emily Herrera,42,Some College,2020-03-27,,Store Operations,Senior Sales Associate,Senior_Associate,Full-time,36014.19,Nashville,36.1627,-86.7816,STR003,EMP001447,Sonya Jackson,Manager,True,1740,,Gen X
EMP001608,Michael Marsh,43,Bachelor's,2021-11-19,2024-03-24,Store Operations,Cashier,Entry,Full-time,30003.57,San Diego,32.7157,-117.1611,STR010,EMP001680,Zachary Santiago,Manager,False,856,2024-03,Gen X
EMP001609,Heather Montes,34,Some College,2019-02-11,,Store Operations,Cashier,Entry,Part-time,14602.27,Fort Worth,32.7555,-97.3308,STR112,EMP002163,Mr. William Ward,Manager,True,2150,,Millennial
EMP001610,Andre Terrell,33,High School,2020-01-10,,Store Operations,Cashier,Entry,Full-time,27400.12,Chicago,41.8781,-87.6298,STR150,EMP002827,Amanda Wright,Manager,True,1817,,Millennial
EMP001611,Sarah Duncan,31,PhD,2021-12-17,2023-03-20,Store Operations,Sales Associate,Associate,Full-time,38560.95,Denver,39.7392,-104.9903,STR011,EMP001131,Michelle Walls,Executive,False,458,2023-03,Millennial
EMP001612,Kurt Hancock,22,High School,2021-12-18,2023-11-27,Store Operations,Sales Associate,Associate,Full-time,35810.53,San Jose,37.3382,-121.8863,STR020,EMP002456,Jennifer Moore,Executive,False,709,2023-11,Gen Z
EMP001613,Michele Edwards,27,Bachelor's,2019-05-13,,Store Operations,Cashier,Entry,Full-time,27329.58,Portland,45.5152,-122.6784,STR070,EMP001305,Tina Walter,Senior Manager,True,2059,,Millennial
EMP001614,Jason Crawford,25,Bachelor's,2020-08-30,,Store Operations,Cashier,Entry,Full-time,25243.34,Seattle,47.6062,-122.3321,STR019,EMP001823,Nicholas Fitzgerald,Senior Manager,True,1584,,Gen Z
EMP001615,Jesse Sampson,23,PhD,2021-11-25,,Store Operations,Senior Sales Associate,Senior_Associate,Full-time,39995.03,Philadelphia,39.9526,-75.1652,STR085,EMP002436,Miranda Murray,Senior Manager,True,1132,,Gen Z
EMP001616,Eric Rodriguez,27,Bachelor's,2021-07-14,,Store Operations,Sales Associate,Associate,Full-time,36033.84,Las Vegas,36.1699,-115.1398,STR082,EMP002585,Kara Rogers,Senior Manager,True,1266,,Millennial
EMP001617,Paula Gentry,32,Some College,2020-05-09,,Store Operations,Cashier,Entry,Part-time,19164.84,Seattle,47.6062,-122.3321,STR031,EMP002684,David James,Senior Manager,True,1697,,Millennial
EMP001618,Alexander Webb,24,PhD,2019-06-29,,Store Operations,Cashier,Entry,Full-time,28618.39,Charlotte,35.2271,-80.8431,STR075,EMP002712,Scott Meza,Senior Manager,True,2012,,Gen Z
EMP001619,Cheryl Mclean,37,Master's,2018-09-30,,Store Operations,Cashier,Entry,Full-time,27577.83,San Diego,32.7157,-117.1611,STR102,EMP000121,Jamie Walton,Manager,True,2284,,Millennial
EMP001620,Kelly Rowe,37,Bachelor's,2021-09-28,2024-08-20,Store Operations,Senior Sales Associate,Senior_Associate,Seasonal,18383.9,Las Vegas,36.1699,-115.1398,STR003,EMP000240,Briana Murray,Manager,False,1057,2024-08,Millennial
EMP001621,Shane Short,31,High School,2020-10-02,,Store Operations,Cashier,Entry,Full-time,26652.06,San Jose,37.3382,-121.8863,STR066,EMP001131,Michelle Walls,Executive,True,1551,,Millennial
EMP001622,Megan Anderson,40,Bachelor's,2021-09-10,,Store Operations,Cashier,Entry,Full-time,22601.42,Charlotte,35.2271,-80.8431,STR075,EMP000520,Michael Johnson,Manager,True,1208,,Millennial
EMP001623,Julia Reeves,26,High School,2021-01-30,,Store Operations,Senior Sales Associate,Senior_Associate,Full-time,43434.45,Boston,42.3601,-71.0589,STR128,EMP000767,Tamara Riddle,Manager,True,1431,,Millennial
EMP001624,April Randolph,46,Master's,2017-12-01,,Store Operations,Shift Supervisor,Supervisor,Seasonal,23694.9,Jacksonville,30.3322,-81.6557,STR145,EMP001026,Brandon Kelly,Manager,True,2587,,Gen X
EMP001625,Linda Miller,27,Some College,2021-03-21,,Store Operations,Cashier,Entry,Part-time,14251.82,Nashville,36.1627,-86.7816,STR080,EMP001224,Raymond Quinn,Manager,True,1381,,Millennial
EMP001626,Angel Meyer,38,Master's,2020-01-09,,Store Operations,Shift Supervisor,Supervisor,Full-time,54420.09,Portland,45.5152,-122.6784,STR103,EMP001447,Sonya Jackson,Manager,True,1818,,Millennial
EMP001627,Emily Lane,47,High School,2021-06-05,,Store Operations,Sales Associate,Associate,Part-time,18246.72,New York,40.7128,-74.006,STR050,EMP001680,Zachary Santiago,Manager,True,1305,,Gen X
EMP001628,Steven Flores,32,Bachelor's,2012-01-04,,Store Operations,Cashier,Entry,Full-time,27358.28,Seattle,47.6062,-122.3321,STR047,EMP002163,Mr. William Ward,Manager,True,4745,,Millennial
EMP001629,Donald Flores,23,Master's,2019-03-09,,Store Operations,Sales Associate,Associate,Full-time,29160.12,Los Angeles,34.0522,-118.2437,STR048,EMP002493,Eric Williams,Manager,True,2124,,Gen Z
EMP001630,Bruce Hernandez,25,High School,2021-06-10,,Store Operations,Cashier,Entry,Full-time,26503.71,Denver,39.7392,-104.9903,STR033,EMP002827,Amanda Wright,Manager,True,1300,,Gen Z
EMP001631,Adrian Dean,36,Bachelor's,2021-09-18,,Store Operations,Sales Associate,Associate,Part-time,22244.38,Detroit,42.3314,-83.0458,STR013,EMP002493,Eric Williams,Manager,True,1200,,Millennial
EMP001632,Christine Bell,23,Some College,2019-04-05,,Store Operations,Senior Sales Associate,Senior_Associate,Full-time,40213.57,Fort Worth,32.7555,-97.3308,STR104,EMP002456,Jennifer Moore,Executive,True,2097,,Gen Z
EMP001633,Charles Bush,21,Bachelor's,2021-11-18,,Store Operations,Cashier,Entry,Part-time,17189.47,Memphis,35.1495,-90.049,STR130,EMP001305,Tina Walter,Senior Manager,True,1139,,Gen Z
EMP001634,David Jones,28,Some College,2020-08-09,,Store Operations,Cashier,Entry,Part-time,17972.7,Memphis,35.1495,-90.049,STR086,EMP001823,Nicholas Fitzgerald,Senior Manager,True,1605,,Millennial
EMP001635,Gina Wallace,46,Master's,2020-11-10,,Store Operations,Cashier,Entry,Full-time,31271.78,Portland,45.5152,-122.6784,STR083,EMP001823,Nicholas Fitzgerald,Senior Manager,True,1512,,Gen X
EMP001636,John Lowe,35,High School,2020-11-10,,Store Operations,Cashier,Entry,Full-time,24346.42,San Jose,37.3382,-121.8863,STR044,EMP001224,Raymond Quinn,Manager,True,1512,,Millennial
EMP001637,Anthony Simmons,39,High School,2018-08-03,,Store Operations,Sales Associate,Associate,Full-time,32791.79,Memphis,35.1495,-90.049,STR139,EMP002436,Miranda Murray,Senior Manager,True,2342,,Millennial
EMP001638,Kyle Watkins,42,Bachelor's,2015-10-17,,Store Operations,Cashier,Entry,Part-time,14114.5,Las Vegas,36.1699,-115.1398,STR042,EMP002585,Kara Rogers,Senior Manager,True,3363,,Gen X
EMP001639,Melissa Jensen,36,Bachelor's,2021-10-20,,Store Operations,Cashier,Entry,Full-time,31924.84,Las Vegas,36.1699,-115.1398,STR021,EMP002684,David James,Senior Manager,True,1168,,Millennial
EMP001640,Robert Marquez,35,High School,2019-12-11,,Store Operations,Cashier,Entry,Full-time,31270.01,Memphis,35.1495,-90.049,STR028,EMP002712,Scott Meza,Senior Manager,True,1847,,Millennial
EMP001641,Kim Beltran,33,Master's,2019-08-25,,Store Operations,Cashier,Entry,Full-time,27399.57,San Diego,32.7157,-117.1611,STR047,EMP000053,Rebecca Valencia,Manager,True,1955,,Millennial
EMP001642,Julie Anderson,37,Master's,2020-02-22,,Store Operations,Cashier,Entry,Full-time,30420.33,Phoenix,33.4484,-112.074,STR024,EMP000121,Jamie Walton,Manager,True,1774,,Millennial
EMP001643,Tamara Mcdonald,23,High School,2021-10-11,,Store Operations,Cashier,Entry,Full-time,27209.58,Boston,42.3601,-71.0589,STR145,EMP000240,Briana Murray,Manager,True,1177,,Gen Z
EMP001644,Michael Mckinney,36,Bachelor's,2020-05-05,2021-12-28,Store Operations,Sales Associate,Associate,Full-time,35483.03,Charlotte,35.2271,-80.8431,STR023,EMP000520,Michael Johnson,Manager,False,602,2021-12,Millennial
EMP001645,David Walker,22,High School,2020-04-22,2023-10-25,Store Operations,Cashier,Entry,Seasonal,9156.5,Phoenix,33.4484,-112.074,STR051,EMP000767,Tamara Riddle,Manager,False,1281,2023-10,Gen Z
EMP001646,Lisa Durham,23,Bachelor's,2021-08-18,,Store Operations,Sales Associate,Associate,Full-time,37063.25,Philadelphia,39.9526,-75.1652,STR147,EMP001026,Brandon Kelly,Manager,True,1231,,Gen Z
EMP001647,Michael Ortega,30,Master's,2020-01-04,,Store Operations,Cashier,Entry,Full-time,23277.13,Los Angeles,34.0522,-118.2437,STR025,EMP000053,Rebecca Valencia,Manager,True,1823,,Millennial
EMP001648,Sonya Chavez,25,High School,2020-06-10,2022-05-28,Store Operations,Sales Associate,Associate,Seasonal,15165.12,Memphis,35.1495,-90.049,STR077,EMP001447,Sonya Jackson,Manager,False,717,2022-05,Gen Z
EMP001649,John Bell,28,Master's,2017-06-06,,Store Operations,Cashier,Entry,Full-time,29820.28,Nashville,36.1627,-86.7816,STR025,EMP000053,Rebecca Valencia,Manager,True,2765,,Millennial
EMP001650,Christopher Tate,44,Bachelor's,2013-08-14,,Store Operations,Cashier,Entry,Part-time,17452.47,San Diego,32.7157,-117.1611,STR011,EMP001680,Zachary Santiago,Manager,True,4157,,Gen X
EMP001651,Bethany Garcia,43,High School,2015-06-06,,Store Operations,Cashier,Entry,Full-time,22361.6,Phoenix,33.4484,-112.074,STR058,EMP002163,Mr. William Ward,Manager,True,3496,,Gen X
EMP001652,Rebecca Nguyen,28,Master's,2019-07-20,,Store Operations,Cashier,Entry,Full-time,25031.28,Detroit,42.3314,-83.0458,STR149,EMP002827,Amanda Wright,Manager,True,1991,,Millennial
EMP001653,Rebecca Patel,35,Bachelor's,2019-06-24,,Store Operations,Cashier,Entry,Part-time,14778.68,Seattle,47.6062,-122.3321,STR040,EMP001131,Michelle Walls,Executive,True,2017,,Millennial
EMP001654,Jason Oliver,23,Some College,2019-08-05,2021-03-17,Store Operations,Shift Supervisor,Supervisor,Seasonal,19392.98,Austin,30.2672,-97.7431,STR014,EMP002456,Jennifer Moore,Executive,False,590,2021-03,Gen Z
EMP001655,Valerie Reyes,32,High School,2021-02-17,2022-03-31,Store Operations,Sales Associate,Associate,Seasonal,11620.69,Fort Worth,32.7555,-97.3308,STR095,EMP000529,Melissa Bishop,Senior Manager,False,407,2022-03,Millennial
EMP001656,Robert Garza,30,High School,2018-06-04,,Store Operations,Sales Associate,Associate,Full-time,39243.49,Memphis,35.1495,-90.049,STR112,EMP001305,Tina Walter,Senior Manager,True,2402,,Millennial
EMP001657,Jessica Cobb,22,Some College,2021-11-28,,Store Operations,Cashier,Entry,Full-time,27538.02,Los Angeles,34.0522,-118.2437,STR001,EMP002436,Miranda Murray,Senior Manager,True,1129,,Gen Z
EMP001658,Cynthia Bates,33,High School,2020-05-25,2023-03-07,Store Operations,Cashier,Entry,Part-time,15033.15,Portland,45.5152,-122.6784,STR006,EMP002585,Kara Rogers,Senior Manager,False,1016,2023-03,Millennial
EMP001659,Timothy Andrews,21,Bachelor's,2021-07-25,,Store Operations,Sales Associate,Associate,Full-time,32763.78,Charlotte,35.2271,-80.8431,STR106,EMP000520,Michael Johnson,Manager,True,1255,,Gen Z
EMP001660,Mr. Joel Peters,42,High School,2020-10-01,,Store Operations,Cashier,Entry,Part-time,15883.22,Philadelphia,39.9526,-75.1652,STR038,EMP002684,David James,Senior Manager,True,1552,,Gen X
EMP001661,Casey Blanchard,29,Bachelor's,2020-12-23,,Store Operations,Cashier,Entry,Part-time,16803.57,Philadelphia,39.9526,-75.1652,STR141,EMP002712,Scott Meza,Senior Manager,True,1469,,Millennial
EMP001662,Brian Cervantes,30,Bachelor's,2020-10-06,,Store Operations,Sales Associate,Associate,Full-time,34188.15,San Antonio,29.4241,-98.4936,STR150,EMP000121,Jamie Walton,Manager,True,1547,,Millennial
EMP001663,Jamie Snyder,35,High School,2012-12-31,,Store Operations,Sales Associate,Associate,Full-time,39032.7,Memphis,35.1495,-90.049,STR121,EMP002436,Miranda Murray,Senior Manager,True,4383,,Millennial
EMP001664,Ann Montoya,46,Master's,2020-10-09,,Store Operations,Sales Associate,Associate,Full-time,33963.56,Charlotte,35.2271,-80.8431,STR038,EMP000240,Briana Murray,Manager,True,1544,,Gen X
EMP001665,Stephanie Fields,26,High School,2021-11-08,,Store Operations,Cashier,Entry,Full-time,31921.58,Charlotte,35.2271,-80.8431,STR060,EMP000767,Tamara Riddle,Manager,True,1149,,Millennial
EMP001666,Charles Hernandez,29,Master's,2020-03-15,,Store Operations,Sales Associate,Associate,Full-time,38217.1,Philadelphia,39.9526,-75.1652,STR058,EMP001026,Brandon Kelly,Manager,True,1752,,Millennial
EMP001667,Jean Lane,31,High School,2020-02-23,,Store Operations,Cashier,Entry,Full-time,24085.11,San Diego,32.7157,-117.1611,STR050,EMP001224,Raymond Quinn,Manager,True,1773,,Millennial
EMP001668,Michael Stewart,28,High School,2021-02-20,,Store Operations,Cashier,Entry,Full-time,31305.95,Louisville,38.2527,-85.7585,STR107,EMP001447,Sonya Jackson,Manager,True,1410,,Millennial
EMP001669,Susan Torres,23,High School,2019-07-05,,Store Operations,Sales Associate,Associate,Part-time,17637.84,Detroit,42.3314,-83.0458,STR064,EMP001680,Zachary Santiago,Manager,True,2006,,Gen Z
EMP001670,Jessica Haas,27,High School,2021-05-01,,Store Operations,Cashier,Entry,Full-time,30174.5,San Antonio,29.4241,-98.4936,STR124,EMP002163,Mr. William Ward,Manager,True,1340,,Millennial
EMP001671,Brandon Smith,24,Bachelor's,2021-11-09,,Store Operations,Cashier,Entry,Full-time,25806.23,Boston,42.3601,-71.0589,STR081,EMP002493,Eric Williams,Manager,True,1148,,Gen Z
EMP001672,Mrs. Bethany Phillips,41,PhD,2020-07-28,,Store Operations,Cashier,Entry,Full-time,30779.74,Fort Worth,32.7555,-97.3308,STR089,EMP002827,Amanda Wright,Manager,True,1617,,Gen X
EMP001673,Joshua Brown,32,Master's,2021-10-18,,Store Operations,Sales Associate,Associate,Full-time,38416.68,Dallas,32.7767,-96.797,STR067,EMP001131,Michelle Walls,Executive,True,1170,,Millennial
EMP001674,Samantha Howard,48,High School,2021-05-22,2021-10-16,Store Operations,Sales Associate,Associate,Seasonal,15068.44,Charlotte,35.2271,-80.8431,STR066,EMP001131,Michelle Walls,Executive,False,147,2021-10,Gen X
EMP001675,Sharon Young,22,Master's,2021-01-31,,Store Operations,Sales Associate,Associate,Full-time,37480.37,Los Angeles,34.0522,-118.2437,STR091,EMP002456,Jennifer Moore,Executive,True,1430,,Gen Z
EMP001676,Jennifer Flores,32,Bachelor's,2021-08-05,,Store Operations,Shift Supervisor,Supervisor,Part-time,28490.53,Los Angeles,34.0522,-118.2437,STR026,EMP000529,Melissa Bishop,Senior Manager,True,1244,,Millennial
EMP001677,James Gardner,30,Some College,2021-06-23,,Store Operations,Cashier,Entry,Full-time,22809.19,Chicago,41.8781,-87.6298,STR076,EMP001305,Tina Walter,Senior Manager,True,1287,,Millennial
EMP001678,Karen Lopez,43,Bachelor's,2018-09-09,2023-01-19,Store Operations,Cashier,Entry,Part-time,15617.88,Portland,45.5152,-122.6784,STR096,EMP002456,Jennifer Moore,Executive,False,1593,2023-01,Gen X
EMP001679,Tim Larsen,45,Bachelor's,2020-11-07,,Store Operations,Sales Associate,Associate,Part-time,18049.38,Memphis,35.1495,-90.049,STR115,EMP001823,Nicholas Fitzgerald,Senior Manager,True,1515,,Gen X
EMP001680,Zachary Santiago,36,Bachelor's,2018-05-13,,Store Operations,Store Manager,Manager,Full-time,75848.53,Chicago,41.8781,-87.6298,STR045,EMP002436,Miranda Murray,Senior Manager,True,2424,,Millennial
EMP001681,Benjamin Smith,29,High School,2019-06-17,,Store Operations,Sales Associate,Associate,Full-time,32153.2,Baltimore,39.2904,-76.6122,STR129,EMP002585,Kara Rogers,Senior Manager,True,2024,,Millennial
EMP001682,Katelyn Kim,23,High School,2019-12-13,2022-12-22,Store Operations,Cashier,Entry,Seasonal,12702.44,San Jose,37.3382,-121.8863,STR122,EMP000767,Tamara Riddle,Manager,False,1105,2022-12,Gen Z
EMP001683,Angela May MD,46,Some College,2019-09-17,,Store Operations,Sales Associate,Associate,Full-time,35691.66,Houston,29.7604,-95.3698,STR122,EMP000767,Tamara Riddle,Manager,True,1932,,Gen X
EMP001684,Richard Munoz,40,Bachelor's,2019-01-31,2022-10-01,Store Operations,Cashier,Entry,Seasonal,12089.92,New York,40.7128,-74.006,STR112,EMP002684,David James,Senior Manager,False,1339,2022-10,Millennial
EMP001685,Christopher Hicks,37,Some College,2020-12-22,,Store Operations,Sales Associate,Associate,Contractor,32549.33,Seattle,47.6062,-122.3321,STR024,EMP002712,Scott Meza,Senior Manager,True,1470,,Millennial
EMP001686,Joanna Kelly,45,Bachelor's,2021-10-25,,Store Operations,Sales Associate,Associate,Full-time,38344.17,Phoenix,33.4484,-112.074,STR124,EMP000121,Jamie Walton,Manager,True,1163,,Gen X
EMP001687,Larry Lane,25,Some College,2020-01-05,,Store Operations,Senior Sales Associate,Senior_Associate,Full-time,48841.36,Los Angeles,34.0522,-118.2437,STR145,EMP000240,Briana Murray,Manager,True,1822,,Gen Z
EMP001688,Cynthia Shaw,33,High School,2020-04-21,,Store Operations,Cashier,Entry,Full-time,26870.62,Las Vegas,36.1699,-115.1398,STR029,EMP000520,Michael Johnson,Manager,True,1715,,Millennial
EMP001689,Joshua Richardson,40,High School,2016-08-03,,Store Operations,Sales Associate,Associate,Full-time,35275.04,Jacksonville,30.3322,-81.6557,STR092,EMP001026,Brandon Kelly,Manager,True,3072,,Millennial
EMP001690,Laura Bush,25,Some College,2018-07-07,2023-10-15,Store Operations,Cashier,Entry,Full-time,29648.1,San Diego,32.7157,-117.1611,STR050,EMP001224,Raymond Quinn,Manager,False,1926,2023-10,Gen Z
EMP001691,John Vaughn,42,Some College,2014-05-07,,Store Operations,Shift Supervisor,Supervisor,Full-time,45147.1,Los Angeles,34.0522,-118.2437,STR141,EMP001447,Sonya Jackson,Manager,True,3891,,Gen X
EMP001692,Nicholas Terrell,36,Bachelor's,2014-01-20,,Store Operations,Cashier,Entry,Full-time,27025.66,Portland,45.5152,-122.6784,STR007,EMP001026,Brandon Kelly,Manager,True,3998,,Millennial
EMP001693,Dr. Julie Miller,25,Some College,2021-09-27,,Store Operations,Cashier,Entry,Full-time,25986.63,Phoenix,33.4484,-112.074,STR023,EMP001680,Zachary Santiago,Manager,True,1191,,Gen Z
EMP001694,Ann Kennedy,27,Bachelor's,2021-09-25,,Store Operations,Cashier,Entry,Full-time,23463.74,Detroit,42.3314,-83.0458,STR100,EMP002163,Mr. William Ward,Manager,True,1193,,Millennial
EMP001695,Toni Miller,45,Bachelor's,2021-10-20,,Store Operations,Cashier,Entry,Full-time,25675.34,San Jose,37.3382,-121.8863,STR043,EMP002493,Eric Williams,Manager,True,1168,,Gen X
EMP001696,Rebecca Edwards,49,Bachelor's,2020-11-25,,Store Operations,Sales Associate,Associate,Part-time,17290.84,Louisville,38.2527,-85.7585,STR118,EMP002827,Amanda Wright,Manager,True,1497,,Gen X
EMP001697,Greg Osborne,40,High School,2020-02-15,,Store Operations,Cashier,Entry,Full-time,22258.12,Detroit,42.3314,-83.0458,STR095,EMP000529,Melissa Bishop,Senior Manager,True,1781,,Millennial
EMP001698,Jose Harrison,38,Master's,2018-04-08,,Store Operations,Sales Associate,Associate,Part-time,17773.2,Denver,39.7392,-104.9903,STR098,EMP001305,Tina Walter,Senior Manager,True,2459,,Millennial
EMP001699,Jennifer Yu,28,Some College,2021-09-07,,Store Operations,Cashier,Entry,Part-time,18978.69,Nashville,36.1627,-86.7816,STR046,EMP001823,Nicholas Fitzgerald,Senior Manager,True,1211,,Millennial
EMP001700,Donna Johnson,33,Master's,2020-01-19,,Store Operations,Sales Associate,Associate,Part-time,20756.61,Seattle,47.6062,-122.3321,STR119,EMP000121,Jamie Walton,Manager,True,1808,,Millennial
EMP001701,Nicole Acosta,39,Bachelor's,2019-09-09,,Store Operations,Cashier,Entry,Full-time,31658.22,Louisville,38.2527,-85.7585,STR109,EMP002436,Miranda Murray,Senior Manager,True,1940,,Millennial
EMP001702,Amy Kennedy,38,Bachelor's,2020-08-28,2022-11-14,Store Operations,Sales Associate,Associate,Full-time,33189.97,Memphis,35.1495,-90.049,STR055,EMP002585,Kara Rogers,Senior Manager,False,808,2022-11,Millennial
EMP001703,Anthony Mooney,40,Master's,2021-07-18,,Store Operations,Sales Associate,Associate,Full-time,31741.79,Louisville,38.2527,-85.7585,STR047,EMP002684,David James,Senior Manager,True,1262,,Millennial
EMP001704,Lori Mitchell,40,Some College,2018-09-01,,Store Operations,Cashier,Entry,Full-time,27061.42,Seattle,47.6062,-122.3321,STR014,EMP002712,Scott Meza,Senior Manager,True,2313,,Millennial
EMP001705,Jonathan York,33,Some College,2016-02-25,,Store Operations,Cashier,Entry,Part-time,15837.07,Portland,45.5152,-122.6784,STR101,EMP000053,Rebecca Valencia,Manager,True,3232,,Millennial
EMP001706,Casey Campbell,33,Some College,2021-10-15,,Store Operations,Sales Associate,Associate,Full-time,29267.98,Jacksonville,30.3322,-81.6557,STR094,EMP000240,Briana Murray,Manager,True,1173,,Millennial
EMP001707,Alexis Rodriguez,37,Master's,2013-11-15,,Store Operations,Cashier,Entry,Full-time,28408.26,Columbus,39.9612,-82.9988,STR115,EMP000520,Michael Johnson,Manager,True,4064,,Millennial
EMP001708,Kevin Hernandez,29,High School,2020-06-07,2022-04-08,Store Operations,Cashier,Entry,Full-time,24160.38,Boston,42.3601,-71.0589,STR100,EMP001224,Raymond Quinn,Manager,False,670,2022-04,Millennial
EMP001709,Robert Green,22,High School,2021-05-05,,Store Operations,Cashier,Entry,Full-time,28195.88,Charlotte,35.2271,-80.8431,STR083,EMP001823,Nicholas Fitzgerald,Senior Manager,True,1336,,Gen Z
EMP001710,Kari Lloyd,42,Bachelor's,2020-04-17,,Store Operations,Cashier,Entry,Full-time,28502.01,San Jose,37.3382,-121.8863,STR011,EMP001447,Sonya Jackson,Manager,True,1719,,Gen X
EMP001711,Grace Miller,40,Master's,2021-06-20,,Store Operations,Cashier,Entry,Seasonal,9408.1,Nashville,36.1627,-86.7816,STR045,EMP001680,Zachary Santiago,Manager,True,1290,,Millennial
EMP001712,Timothy Moore,29,High School,2021-10-17,,Store Operations,Sales Associate,Associate,Contractor,31609.82,Nashville,36.1627,-86.7816,STR065,EMP002163,Mr. William Ward,Manager,True,1171,,Millennial
EMP001713,Wyatt Townsend II,33,Some College,2020-08-20,,Store Operations,Sales Associate,Associate,Full-time,37369.14,Columbus,39.9612,-82.9988,STR091,EMP002493,Eric Williams,Manager,True,1594,,Millennial
EMP001714,Mark Clark,50,High School,2017-10-24,,Store Operations,Cashier,Entry,Full-time,26598.0,Nashville,36.1627,-86.7816,STR105,EMP002827,Amanda Wright,Manager,True,2625,,Gen X
EMP001715,Haley May,33,Bachelor's,2020-04-28,,Store Operations,Senior Sales Associate,Senior_Associate,Full-time,35872.46,Columbus,39.9612,-82.9988,STR104,EMP001131,Michelle Walls,Executive,True,1708,,Millennial
EMP001716,Audrey Jackson,30,High School,2018-01-28,,Store Operations,Cashier,Entry,Part-time,19169.2,Boston,42.3601,-71.0589,STR103,EMP002456,Jennifer Moore,Executive,True,2529,,Millennial
EMP001717,Eric Reese,40,High School,2020-09-04,,Store Operations,Cashier,Entry,Full-time,22577.81,Louisville,38.2527,-85.7585,STR148,EMP001305,Tina Walter,Senior Manager,True,1579,,Millennial
EMP001718,Kim James,31,High School,2021-12-29,,Store Operations,Sales Associate,Associate,Full-time,36340.42,Baltimore,39.2904,-76.6122,STR044,EMP001224,Raymond Quinn,Manager,True,1098,,Millennial
EMP001719,Karen Thomas,34,High School,2018-10-07,,Store Operations,Cashier,Entry,Part-time,19102.07,Chicago,41.8781,-87.6298,STR048,EMP000529,Melissa Bishop,Senior Manager,True,2277,,Millennial
EMP001720,Alexandra Ho,43,High School,2018-08-11,,Store Operations,Cashier,Entry,Full-time,24391.8,Houston,29.7604,-95.3698,STR054,EMP002436,Miranda Murray,Senior Manager,True,2334,,Gen X
EMP001721,Michael Nixon,39,High School,2021-10-19,,Store Operations,Shift Supervisor,Supervisor,Full-time,44560.49,San Diego,32.7157,-117.1611,STR095,EMP002585,Kara Rogers,Senior Manager,True,1169,,Millennial
EMP001722,Amanda Hardin,38,Bachelor's,2012-02-08,,Store Operations,Cashier,Entry,Part-time,13928.31,Louisville,38.2527,-85.7585,STR094,EMP002684,David James,Senior Manager,True,4710,,Millennial
EMP001723,Tina Reynolds,26,High School,2021-04-18,,Store Operations,Sales Associate,Associate,Full-time,31639.3,Austin,30.2672,-97.7431,STR056,EMP002712,Scott Meza,Senior Manager,True,1353,,Millennial
EMP001724,Shannon Rogers,24,Some College,2021-11-16,,Store Operations,Sales Associate,Associate,Full-time,29212.55,Houston,29.7604,-95.3698,STR068,EMP002684,David James,Senior Manager,True,1141,,Gen Z
EMP001725,Brett Pena,28,Bachelor's,2021-10-04,,Store Operations,Cashier,Entry,Full-time,28921.61,Dallas,32.7767,-96.797,STR142,EMP000053,Rebecca Valencia,Manager,True,1184,,Millennial
