Employee_id,Full_Name,Age,Age_Group,Education_Level,Department,Job_Role,Job_Level,Employment_Type,Base_Salary_Annual,Manager_Id,Store_Id,Hire_Date,Exit_Date,Is_Active,Tenure_Days
EMP001498,Kevin Alvarado,29,Millennial,Bachelor's,Store Operations,Sales Associate,Associate,Part-time,20137.16015625,EMP001026,STR011,2020-01-18,NULL,1,1809
EMP001499,Christopher Campbell,42,Gen X,Some College,Store Operations,Sales Associate,Associate,Part-time,19534.4609375,EMP001224,STR073,2021-01-28,2023-04-19,0,811
EMP001500,Lisa Brown,36,Millennial,High School,Store Operations,Sales Associate,Associate,Full-time,38360,EMP001447,STR150,2021-04-02,NULL,1,1369
EMP001501,Alejandra Price,27,Millennial,Master's,Store Operations,Sales Associate,Associate,Part-time,20537.390625,EMP001680,STR140,2019-06-03,NULL,1,2038
EMP001502,Samuel Keller,27,Millennial,Master's,Store Operations,Cashier,Entry,Full-time,26791.8203125,EMP002163,STR116,2021-12-15,NULL,1,1112
EMP001503,Alicia Dillon,35,Millennial,Some College,Store Operations,Cashier,Entry,Full-time,22256.419921875,EMP002493,STR076,2020-12-14,NULL,1,1478
EMP001504,Crystal James,43,Gen X,Bachelor's,Store Operations,Cashier,Entry,Part-time,15247.490234375,EMP001131,STR118,2020-03-02,NULL,1,1765
EMP001505,Ariana Stewart,23,Gen Z,Bachelor's,Store Operations,Cashier,Entry,Full-time,25801.9609375,EMP002456,STR023,2019-09-20,NULL,1,1929
EMP001506,Kim Lopez,22,Gen Z,Bachelor's,Store Operations,Sales Associate,Associate,Full-time,32785.87109375,EMP000529,STR014,2020-02-06,NULL,1,1790
EMP001507,Judith House,30,Millennial,Bachelor's,Store Operations,Senior Sales Associate,Senior_Associate,Full-time,43702.58984375,EMP001224,STR044,2016-11-01,NULL,1,2982
EMP001508,David Moreno,31,Millennial,Bachelor's,Store Operations,Cashier,Entry,Full-time,27336.029296875,EMP001305,STR043,2020-08-27,NULL,1,1587
EMP001509,James Moore,41,Gen X,High School,Store Operations,Cashier,Entry,Full-time,28079.05078125,EMP001823,STR010,2016-06-09,NULL,1,3127
EMP001510,Harold Garrett,32,Millennial,Bachelor's,Store Operations,Cashier,Entry,Full-time,29648.830078125,EMP002436,STR124,2020-08-08,NULL,1,1606
EMP001511,William Mason,23,Gen Z,Bachelor's,Store Operations,Cashier,Entry,Part-time,18077.91015625,EMP002585,STR051,2021-08-15,NULL,1,1234
EMP001512,Lori Johns,32,Millennial,High School,Store Operations,Sales Associate,Associate,Full-time,36617.48046875,EMP002684,STR143,2019-11-04,NULL,1,1884
EMP001513,Robin Johnson,40,Millennial,High School,Store Operations,Sales Associate,Associate,Part-time,23679.76953125,EMP002712,STR139,2012-01-04,NULL,1,4745
EMP001514,Diana Hernandez,27,Millennial,Bachelor's,Store Operations,Cashier,Entry,Full-time,22182.330078125,EMP000053,STR027,2021-04-26,2022-10-25,0,547
EMP001515,Mary Miller,51,Gen X,Bachelor's,Store Operations,Senior Sales Associate,Senior_Associate,Full-time,37936.671875,EMP000121,STR023,2020-12-12,NULL,1,1480
EMP001516,Tyler Salazar,34,Millennial,High School,Store Operations,Sales Associate,Associate,Full-time,28090.75,EMP000240,STR024,2021-06-22,NULL,1,1288
EMP001517,Crystal Allen,24,Gen Z,Master's,Store Operations,Sales Associate,Associate,Full-time,35769.69921875,EMP000520,STR031,2021-06-23,NULL,1,1287
EMP001518,Wesley Browning,22,Gen Z,Some College,Store Operations,Senior Sales Associate,Senior_Associate,Part-time,29082.26953125,EMP001026,STR057,2020-07-22,NULL,1,1623
EMP001519,Joshua Clark,36,Millennial,Bachelor's,Store Operations,Cashier,Entry,Part-time,14660.8896484375,EMP001447,STR064,2018-02-28,NULL,1,2498
EMP001520,Joshua Mcbride,22,Gen Z,High School,Store Operations,Cashier,Entry,Full-time,31270.349609375,EMP001680,STR055,2020-01-07,NULL,1,1820
EMP001521,Ellen Thornton,32,Millennial,High School,Store Operations,Cashier,Entry,Full-time,22602.669921875,EMP002163,STR082,2020-03-06,NULL,1,1761
EMP001522,Brandy Forbes,41,Gen X,Bachelor's,Store Operations,Cashier,Entry,Part-time,18806.619140625,EMP002493,STR128,2019-11-23,NULL,1,1865
EMP001523,Brianna Fitzpatrick,23,Gen Z,Bachelor's,Store Operations,Cashier,Entry,Full-time,25516.23046875,EMP002684,STR068,2019-11-23,2024-06-09,0,1660
EMP001524,Emily Grant,47,Gen X,Some College,Store Operations,Sales Associate,Associate,Full-time,29217.05078125,EMP000520,STR106,2020-05-29,NULL,1,1677
EMP001525,Bailey Stewart,22,Gen Z,Bachelor's,Store Operations,Cashier,Entry,Full-time,26858.720703125,EMP000520,STR106,2021-07-01,NULL,1,1279
EMP001526,Monica Cannon,22,Gen Z,Master's,Store Operations,Sales Associate,Associate,Seasonal,12432.5302734375,EMP002827,STR019,2021-07-11,2022-09-24,0,440
EMP001527,Jennifer Jenkins,23,Gen Z,High School,Store Operations,Cashier,Entry,Part-time,14909.240234375,EMP000053,STR025,2019-11-06,NULL,1,1882
EMP001528,Timothy Shannon,25,Gen Z,High School,Store Operations,Cashier,Entry,Full-time,25072.900390625,EMP001131,STR052,2021-11-19,NULL,1,1138
EMP001529,Denise Maxwell,27,Millennial,Some College,Store Operations,Cashier,Entry,Part-time,18018.16015625,EMP002456,STR101,2020-12-24,2023-12-19,0,1090
EMP001530,Cody Farmer,41,Gen X,High School,Store Operations,Sales Associate,Associate,Part-time,20681.9609375,EMP000529,STR077,2016-05-30,NULL,1,3137
EMP001531,Debra Bradley,36,Millennial,Some College,Store Operations,Cashier,Entry,Full-time,25113.080078125,EMP000520,STR106,2021-10-17,NULL,1,1171
EMP001532,David Mcdaniel,24,Gen Z,Some College,Store Operations,Cashier,Entry,Full-time,28103.33984375,EMP001305,STR031,2020-10-01,NULL,1,1552
EMP001533,Michael Woods,33,Millennial,Bachelor's,Store Operations,Sales Associate,Associate,Full-time,36593.80859375,EMP001823,STR039,2014-05-18,NULL,1,3880
EMP001534,Lisa Joseph,33,Millennial,Some College,Store Operations,Cashier,Entry,Full-time,24726.240234375,EMP002436,STR097,2019-05-14,NULL,1,2058
EMP001535,Samuel Henry,36,Millennial,Some College,Store Operations,Shift Supervisor,Supervisor,Full-time,49443.87890625,EMP002585,STR049,2020-12-24,NULL,1,1468
EMP001536,Corey Johnson,34,Millennial,Bachelor's,Store Operations,Senior Sales Associate,Senior_Associate,Full-time,36828.2890625,EMP002712,STR143,2020-06-08,NULL,1,1667
EMP001537,Alexis Nelson,34,Millennial,High School,Store Operations,Cashier,Entry,Part-time,14286.900390625,EMP000121,STR130,2021-06-23,2024-09-06,0,1171
EMP001538,Patrick Mcneil,35,Millennial,High School,Store Operations,Sales Associate,Associate,Part-time,21704.05078125,EMP000240,STR081,2019-10-22,2023-07-05,0,1352
EMP001539,Andrea Ho,38,Millennial,High School,Store Operations,Cashier,Entry,Full-time,23814.380859375,EMP000767,STR102,2021-09-23,NULL,1,1195
EMP001540,Dr. Katherine Nguyen,31,Millennial,Some College,Store Operations,Sales Associate,Associate,Full-time,34301.9609375,EMP001026,STR103,2019-10-22,2024-04-09,0,1631
EMP001541,David Sullivan,28,Millennial,Bachelor's,Store Operations,Sales Associate,Associate,Full-time,36508.55859375,EMP001224,STR084,2020-12-03,NULL,1,1489
EMP001542,Nicolas James,40,Millennial,Master's,Store Operations,Cashier,Entry,Full-time,23068.76953125,EMP001447,STR076,2014-02-12,NULL,1,3975
EMP001543,Logan Newton,26,Millennial,High School,Store Operations,Sales Associate,Associate,Full-time,34807.75,EMP001680,STR018,2021-01-07,NULL,1,1454
EMP001544,Kelly Liu,32,Millennial,High School,Store Operations,Cashier,Entry,Full-time,24565.630859375,EMP002163,STR091,2021-11-11,NULL,1,1146
EMP001545,Kelly Hayes,33,Millennial,Bachelor's,Store Operations,Senior Sales Associate,Senior_Associate,Full-time,49443.8984375,EMP002493,STR081,2021-07-10,NULL,1,1270
EMP001546,Amanda Forbes,34,Millennial,Master's,Store Operations,Cashier,Entry,Full-time,26835.4609375,EMP002827,STR098,2021-08-07,NULL,1,1242
EMP001547,Jennifer Moss,30,Millennial,Master's,Store Operations,Shift Supervisor,Supervisor,Full-time,56507.87109375,EMP001131,STR112,2014-02-08,NULL,1,3979
EMP001548,Kelli Mccoy,36,Millennial,Master's,Store Operations,Cashier,Entry,Seasonal,11000.91015625,EMP002456,STR145,2018-08-22,2022-09-06,0,1476
EMP001549,Eddie Sanders,44,Gen X,Bachelor's,Store Operations,Cashier,Entry,Full-time,22434.130859375,EMP000529,STR022,2019-01-20,NULL,1,2172
EMP001550,Ronald Murray,38,Millennial,Master's,Store Operations,Sales Associate,Associate,Full-time,35597.8203125,EMP001305,STR077,2018-06-16,NULL,1,2390
EMP001551,Louis Brown,32,Millennial,High School,Store Operations,Cashier,Entry,Part-time,18908.419921875,EMP001823,STR102,2015-04-03,NULL,1,3560
EMP001552,Brenda Gallegos,44,Gen X,High School,Store Operations,Senior Sales Associate,Senior_Associate,Full-time,44024.1796875,EMP001224,STR044,2017-05-29,NULL,1,2773
EMP001553,Nathan Wilson,35,Millennial,Bachelor's,Store Operations,Sales Associate,Associate,Part-time,22698.16015625,EMP002436,STR031,2019-07-09,NULL,1,2002
EMP001554,Teresa Horton,33,Millennial,Bachelor's,Store Operations,Cashier,Entry,Seasonal,12336.830078125,EMP002585,STR074,2016-03-26,NULL,1,3202
EMP001555,Jason Hayes,23,Gen Z,Bachelor's,Store Operations,Sales Associate,Associate,Full-time,30736.9609375,EMP002712,STR114,2021-03-25,NULL,1,1377
EMP001556,Kevin Marquez,39,Millennial,Bachelor's,Store Operations,Sales Associate,Associate,Part-time,18326.720703125,EMP002684,STR049,2020-04-09,2021-02-23,0,320
EMP001557,Jesse Wright,21,Gen Z,High School,Store Operations,Cashier,Entry,Part-time,16865.890625,EMP000053,STR001,2021-07-22,NULL,1,1258
EMP001558,Susan Hogan,43,Gen X,High School,Store Operations,Cashier,Entry,Full-time,26110.279296875,EMP000121,STR141,2021-08-14,NULL,1,1235
EMP001559,Becky Wilson,32,Millennial,Master's,Store Operations,Cashier,Entry,Full-time,30398.609375,EMP000240,STR046,2016-05-06,2017-02-23,0,293
EMP001560,Jack Mills,30,Millennial,Bachelor's,Store Operations,Cashier,Entry,Full-time,31000.23046875,EMP000767,STR037,2021-02-25,NULL,1,1405
EMP001561,Richard Hunt,44,Gen X,Bachelor's,Store Operations,Sales Associate,Associate,Full-time,32241.060546875,EMP002436,STR121,2019-07-13,NULL,1,1998
EMP001562,Jamie James,40,Millennial,Some College,Store Operations,Senior Sales Associate,Senior_Associate,Full-time,38553.05859375,EMP001026,STR124,2017-09-03,NULL,1,2676
EMP001563,Susan Cunningham,24,Gen Z,Bachelor's,Store Operations,Cashier,Entry,Part-time,17883.150390625,EMP001447,STR051,2021-12-01,NULL,1,1126
EMP001564,Brittany Melton,49,Gen X,Bachelor's,Store Operations,Cashier,Entry,Full-time,24748.060546875,EMP001680,STR067,2020-11-21,NULL,1,1501
EMP001565,Michael Barnes,36,Millennial,Master's,Store Operations,Sales Associate,Associate,Full-time,37871.37109375,EMP002163,STR088,2019-05-01,NULL,1,2071
EMP001566,Randy Griffin,32,Millennial,Bachelor's,Store Operations,Cashier,Entry,Full-time,26237.380859375,EMP002493,STR102,2015-05-07,NULL,1,3526
EMP001567,Autumn Anderson,27,Millennial,Some College,Store Operations,Sales Associate,Associate,Full-time,36010.6015625,EMP002827,STR031,2021-03-17,NULL,1,1385
EMP001568,Marcus King,24,Gen Z,High School,Store Operations,Cashier,Entry,Part-time,13773.2099609375,EMP001131,STR084,2021-02-10,NULL,1,1420
EMP001569,Scott Stephens,33,Millennial,High School,Store Operations,Sales Associate,Associate,Full-time,35486.30859375,EMP002456,STR134,2021-01-14,NULL,1,1447
EMP001570,Stephen Young,21,Gen Z,Bachelor's,Store Operations,Cashier,Entry,Full-time,26517.6796875,EMP000529,STR070,2021-03-08,NULL,1,1394
EMP001571,Karen Ortiz,23,Gen Z,Master's,Store Operations,Sales Associate,Associate,Full-time,35039.30078125,EMP002827,STR123,2021-04-27,NULL,1,1344
EMP001572,Kyle Sanchez,27,Millennial,High School,Store Operations,Cashier,Entry,Part-time,14208.08984375,EMP002163,STR146,2020-05-02,NULL,1,1704
EMP001573,Lisa Grant,46,Gen X,Bachelor's,Store Operations,Cashier,Entry,Full-time,29368.740234375,EMP001026,STR007,2017-05-23,NULL,1,2779
EMP001574,Amber Hernandez,25,Gen Z,Bachelor's,Store Operations,Cashier,Entry,Full-time,30627.970703125,EMP001305,STR030,2017-08-31,NULL,1,2679
EMP001575,Amanda Nash,37,Millennial,Bachelor's,Store Operations,Cashier,Entry,Full-time,24167.400390625,EMP001823,STR015,2016-11-21,2018-06-18,0,574
EMP001576,Sara Evans,38,Millennial,High School,Store Operations,Sales Associate,Associate,Full-time,29148.5703125,EMP002585,STR030,2018-09-22,NULL,1,2292
EMP001577,Amber Butler,39,Millennial,High School,Store Operations,Cashier,Entry,Full-time,22236.390625,EMP002684,STR130,2021-06-03,NULL,1,1307
EMP001578,Michael Carr,33,Millennial,Some College,Store Operations,Senior Sales Associate,Senior_Associate,Part-time,26777.740234375,EMP002712,STR010,2018-05-14,NULL,1,2423
EMP001579,Linda Cobb,38,Millennial,High School,Store Operations,Cashier,Entry,Full-time,28070.939453125,EMP000053,STR046,2012-01-23,NULL,1,4726
EMP001580,Jesse Riley,26,Millennial,High School,Store Operations,Sales Associate,Associate,Full-time,34560.37109375,EMP000121,STR084,2021-06-15,NULL,1,1295
EMP001581,Anna Evans,35,Millennial,Bachelor's,Store Operations,Senior Sales Associate,Senior_Associate,Full-time,38479.2109375,EMP000240,STR084,2020-09-15,NULL,1,1568
EMP001582,James Jones,46,Gen X,Bachelor's,Store Operations,Cashier,Entry,Full-time,25909.060546875,EMP000767,STR094,2020-08-01,NULL,1,1613
EMP001583,Joshua Carter,37,Millennial,Some College,Store Operations,Cashier,Entry,Full-time,27944.759765625,EMP001224,STR087,2020-01-09,NULL,1,1818
EMP001584,Michael Hill,21,Gen Z,High School,Store Operations,Sales Associate,Associate,Full-time,33961.19921875,EMP001447,STR008,2021-08-29,NULL,1,1220
EMP001585,Kelly Dominguez,27,Millennial,High School,Store Operations,Cashier,Entry,Part-time,19126.7109375,EMP001680,STR095,2019-02-10,2020-11-04,0,633
EMP001586,Ashley Blair,39,Millennial,High School,Store Operations,Sales Associate,Associate,Part-time,17782.369140625,EMP002493,STR012,2019-03-20,NULL,1,2113
EMP001587,Victoria Webb,27,Millennial,Some College,Store Operations,Cashier,Entry,Full-time,28951.44921875,EMP002493,STR013,2018-09-04,NULL,1,2310
EMP001588,Taylor Andersen,35,Millennial,Bachelor's,Store Operations,Cashier,Entry,Seasonal,10417.2802734375,EMP001131,STR003,2019-10-11,NULL,1,1908
EMP001589,Lee Stewart,24,Gen Z,Bachelor's,Store Operations,Sales Associate,Associate,Part-time,19883.0390625,EMP002456,STR034,2020-12-29,2021-08-01,0,215
EMP001590,Whitney Gomez,39,Millennial,Bachelor's,Store Operations,Sales Associate,Associate,Full-time,36611.171875,EMP000529,STR020,2019-03-17,NULL,1,2116
EMP001591,Justin Stone,39,Millennial,High School,Store Operations,Cashier,Entry,Full-time,28924.359375,EMP001305,STR145,2017-05-20,NULL,1,2782
EMP001592,Katherine White,42,Gen X,Master's,Store Operations,Cashier,Entry,Part-time,19147.5390625,EMP001823,STR063,2013-10-09,2023-09-18,0,3631
EMP001593,Michelle Krause,25,Gen Z,High School,Store Operations,Cashier,Entry,Full-time,23283.939453125,EMP002436,STR120,2021-08-13,NULL,1,1236
EMP001594,Alexander Garrett,21,Gen Z,Bachelor's,Store Operations,Sales Associate,Associate,Full-time,29249.3203125,EMP002585,STR130,2021-11-08,NULL,1,1149
EMP001595,Ryan Marsh,25,Gen Z,Bachelor's,Store Operations,Senior Sales Associate,Senior_Associate,Full-time,45865.078125,EMP002684,STR147,2017-08-28,NULL,1,2682
EMP001596,Mrs. Felicia Castro DDS,35,Millennial,High School,Store Operations,Sales Associate,Associate,Full-time,34940.640625,EMP002712,STR144,2019-05-31,NULL,1,2041
EMP001597,Curtis Campbell,23,Gen Z,PhD,Store Operations,Cashier,Entry,Full-time,24741.609375,EMP000053,STR110,2021-03-01,NULL,1,1401
EMP001598,Elizabeth Hunter,31,Millennial,High School,Store Operations,Cashier,Entry,Full-time,22794.189453125,EMP000121,STR019,2021-09-08,NULL,1,1210
EMP001599,Aaron Jennings,21,Gen Z,Some College,Store Operations,Cashier,Entry,Part-time,13713.9501953125,EMP000240,STR047,2021-01-31,NULL,1,1430
EMP001600,Nathaniel Gilbert,30,Millennial,Master's,Store Operations,Cashier,Entry,Full-time,30941.91015625,EMP000520,STR057,2017-07-28,NULL,1,2713
EMP001601,Christopher Rivera,41,Gen X,Bachelor's,Store Operations,Cashier,Entry,Part-time,14351.2001953125,EMP000767,STR058,2020-01-25,2023-02-04,0,1106
EMP001602,Michael Hendricks,28,Millennial,Some College,Store Operations,Senior Sales Associate,Senior_Associate,Seasonal,15940.23046875,EMP000529,STR133,2020-07-26,2024-10-02,0,1529
EMP001603,Maria Olson,43,Gen X,Some College,Store Operations,Sales Associate,Associate,Full-time,30719.880859375,EMP001026,STR081,2021-11-23,NULL,1,1134
EMP001604,Stephanie Herrera,26,Millennial,Master's,Store Operations,Sales Associate,Associate,Seasonal,12903.98046875,EMP000053,STR025,2019-04-11,NULL,1,2091
EMP001605,Richard Gutierrez,36,Millennial,Master's,Store Operations,Cashier,Entry,Full-time,22694.240234375,EMP000529,STR133,2018-09-11,NULL,1,2303
EMP001606,Sandy Evans,23,Gen Z,High School,Store Operations,Sales Associate,Associate,Seasonal,13691.490234375,EMP001224,STR026,2019-07-15,NULL,1,1996
EMP001607,Emily Herrera,42,Gen X,Some College,Store Operations,Senior Sales Associate,Senior_Associate,Full-time,36014.19140625,EMP001447,STR003,2020-03-27,NULL,1,1740
EMP001608,Michael Marsh,43,Gen X,Bachelor's,Store Operations,Cashier,Entry,Full-time,30003.5703125,EMP001680,STR010,2021-11-19,2024-03-24,0,856
EMP001609,Heather Montes,34,Millennial,Some College,Store Operations,Cashier,Entry,Part-time,14602.26953125,EMP002163,STR112,2019-02-11,NULL,1,2150
EMP001610,Andre Terrell,33,Millennial,High School,Store Operations,Cashier,Entry,Full-time,27400.119140625,EMP002827,STR150,2020-01-10,NULL,1,1817
EMP001611,Sarah Duncan,31,Millennial,PhD,Store Operations,Sales Associate,Associate,Full-time,38560.94921875,EMP001131,STR011,2021-12-17,2023-03-20,0,458
EMP001612,Kurt Hancock,22,Gen Z,High School,Store Operations,Sales Associate,Associate,Full-time,35810.53125,EMP002456,STR020,2021-12-18,2023-11-27,0,709
EMP001613,Michele Edwards,27,Millennial,Bachelor's,Store Operations,Cashier,Entry,Full-time,27329.580078125,EMP001305,STR070,2019-05-13,NULL,1,2059
EMP001614,Jason Crawford,25,Gen Z,Bachelor's,Store Operations,Cashier,Entry,Full-time,25243.33984375,EMP001823,STR019,2020-08-30,NULL,1,1584
EMP001615,Jesse Sampson,23,Gen Z,PhD,Store Operations,Senior Sales Associate,Senior_Associate,Full-time,39995.03125,EMP002436,STR085,2021-11-25,NULL,1,1132
EMP001616,Eric Rodriguez,27,Millennial,Bachelor's,Store Operations,Sales Associate,Associate,Full-time,36033.83984375,EMP002585,STR082,2021-07-14,NULL,1,1266
EMP001617,Paula Gentry,32,Millennial,Some College,Store Operations,Cashier,Entry,Part-time,19164.83984375,EMP002684,STR031,2020-05-09,NULL,1,1697
EMP001618,Alexander Webb,24,Gen Z,PhD,Store Operations,Cashier,Entry,Full-time,28618.390625,EMP002712,STR075,2019-06-29,NULL,1,2012
EMP001619,Cheryl Mclean,37,Millennial,Master's,Store Operations,Cashier,Entry,Full-time,27577.830078125,EMP000121,STR102,2018-09-30,NULL,1,2284
EMP001620,Kelly Rowe,37,Millennial,Bachelor's,Store Operations,Senior Sales Associate,Senior_Associate,Seasonal,18383.900390625,EMP000240,STR003,2021-09-28,2024-08-20,0,1057
EMP001621,Shane Short,31,Millennial,High School,Store Operations,Cashier,Entry,Full-time,26652.060546875,EMP001131,STR066,2020-10-02,NULL,1,1551
EMP001622,Megan Anderson,40,Millennial,Bachelor's,Store Operations,Cashier,Entry,Full-time,22601.419921875,EMP000520,STR075,2021-09-10,NULL,1,1208
EMP001623,Julia Reeves,26,Millennial,High School,Store Operations,Senior Sales Associate,Senior_Associate,Full-time,43434.44921875,EMP000767,STR128,2021-01-30,NULL,1,1431
EMP001624,April Randolph,46,Gen X,Master's,Store Operations,Shift Supervisor,Supervisor,Seasonal,23694.900390625,EMP001026,STR145,2017-12-01,NULL,1,2587
EMP001625,Linda Miller,27,Millennial,Some College,Store Operations,Cashier,Entry,Part-time,14251.8203125,EMP001224,STR080,2021-03-21,NULL,1,1381
EMP001626,Angel Meyer,38,Millennial,Master's,Store Operations,Shift Supervisor,Supervisor,Full-time,54420.08984375,EMP001447,STR103,2020-01-09,NULL,1,1818
EMP001627,Emily Lane,47,Gen X,High School,Store Operations,Sales Associate,Associate,Part-time,18246.720703125,EMP001680,STR050,2021-06-05,NULL,1,1305
EMP001628,Steven Flores,32,Millennial,Bachelor's,Store Operations,Cashier,Entry,Full-time,27358.279296875,EMP002163,STR047,2012-01-04,NULL,1,4745
EMP001629,Donald Flores,23,Gen Z,Master's,Store Operations,Sales Associate,Associate,Full-time,29160.119140625,EMP002493,STR048,2019-03-09,NULL,1,2124
EMP001630,Bruce Hernandez,25,Gen Z,High School,Store Operations,Cashier,Entry,Full-time,26503.7109375,EMP002827,STR033,2021-06-10,NULL,1,1300
EMP001631,Adrian Dean,36,Millennial,Bachelor's,Store Operations,Sales Associate,Associate,Part-time,22244.380859375,EMP002493,STR013,2021-09-18,NULL,1,1200
EMP001632,Christine Bell,23,Gen Z,Some College,Store Operations,Senior Sales Associate,Senior_Associate,Full-time,40213.5703125,EMP002456,STR104,2019-04-05,NULL,1,2097
EMP001633,Charles Bush,21,Gen Z,Bachelor's,Store Operations,Cashier,Entry,Part-time,17189.470703125,EMP001305,STR130,2021-11-18,NULL,1,1139
EMP001634,David Jones,28,Millennial,Some College,Store Operations,Cashier,Entry,Part-time,17972.69921875,EMP001823,STR086,2020-08-09,NULL,1,1605
EMP001635,Gina Wallace,46,Gen X,Master's,Store Operations,Cashier,Entry,Full-time,31271.779296875,EMP001823,STR083,2020-11-10,NULL,1,1512
EMP001636,John Lowe,35,Millennial,High School,Store Operations,Cashier,Entry,Full-time,24346.419921875,EMP001224,STR044,2020-11-10,NULL,1,1512
EMP001637,Anthony Simmons,39,Millennial,High School,Store Operations,Sales Associate,Associate,Full-time,32791.7890625,EMP002436,STR139,2018-08-03,NULL,1,2342
EMP001638,Kyle Watkins,42,Gen X,Bachelor's,Store Operations,Cashier,Entry,Part-time,14114.5,EMP002585,STR042,2015-10-17,NULL,1,3363
EMP001639,Melissa Jensen,36,Millennial,Bachelor's,Store Operations,Cashier,Entry,Full-time,31924.83984375,EMP002684,STR021,2021-10-20,NULL,1,1168
EMP001640,Robert Marquez,35,Millennial,High School,Store Operations,Cashier,Entry,Full-time,31270.009765625,EMP002712,STR028,2019-12-11,NULL,1,1847
EMP001641,Kim Beltran,33,Millennial,Master's,Store Operations,Cashier,Entry,Full-time,27399.5703125,EMP000053,STR047,2019-08-25,NULL,1,1955
EMP001642,Julie Anderson,37,Millennial,Master's,Store Operations,Cashier,Entry,Full-time,30420.330078125,EMP000121,STR024,2020-02-22,NULL,1,1774
EMP001643,Tamara Mcdonald,23,Gen Z,High School,Store Operations,Cashier,Entry,Full-time,27209.580078125,EMP000240,STR145,2021-10-11,NULL,1,1177
EMP001644,Michael Mckinney,36,Millennial,Bachelor's,Store Operations,Sales Associate,Associate,Full-time,35483.03125,EMP000520,STR023,2020-05-05,2021-12-28,0,602
EMP001645,David Walker,22,Gen Z,High School,Store Operations,Cashier,Entry,Seasonal,9156.5,EMP000767,STR051,2020-04-22,2023-10-25,0,1281
EMP001646,Lisa Durham,23,Gen Z,Bachelor's,Store Operations,Sales Associate,Associate,Full-time,37063.25,EMP001026,STR147,2021-08-18,NULL,1,1231
EMP001647,Michael Ortega,30,Millennial,Master's,Store Operations,Cashier,Entry,Full-time,23277.130859375,EMP000053,STR025,2020-01-04,NULL,1,1823
EMP001648,Sonya Chavez,25,Gen Z,High School,Store Operations,Sales Associate,Associate,Seasonal,15165.1201171875,EMP001447,STR077,2020-06-10,2022-05-28,0,717
EMP001649,John Bell,28,Millennial,Master's,Store Operations,Cashier,Entry,Full-time,29820.279296875,EMP000053,STR025,2017-06-06,NULL,1,2765
EMP001650,Christopher Tate,44,Gen X,Bachelor's,Store Operations,Cashier,Entry,Part-time,17452.470703125,EMP001680,STR011,2013-08-14,NULL,1,4157
EMP001651,Bethany Garcia,43,Gen X,High School,Store Operations,Cashier,Entry,Full-time,22361.599609375,EMP002163,STR058,2015-06-06,NULL,1,3496
EMP001652,Rebecca Nguyen,28,Millennial,Master's,Store Operations,Cashier,Entry,Full-time,25031.279296875,EMP002827,STR149,2019-07-20,NULL,1,1991
EMP001653,Rebecca Patel,35,Millennial,Bachelor's,Store Operations,Cashier,Entry,Part-time,14778.6796875,EMP001131,STR040,2019-06-24,NULL,1,2017
EMP001654,Jason Oliver,23,Gen Z,Some College,Store Operations,Shift Supervisor,Supervisor,Seasonal,19392.98046875,EMP002456,STR014,2019-08-05,2021-03-17,0,590
EMP001655,Valerie Reyes,32,Millennial,High School,Store Operations,Sales Associate,Associate,Seasonal,11620.6904296875,EMP000529,STR095,2021-02-17,2022-03-31,0,407
EMP001656,Robert Garza,30,Millennial,High School,Store Operations,Sales Associate,Associate,Full-time,39243.48828125,EMP001305,STR112,2018-06-04,NULL,1,2402
EMP001657,Jessica Cobb,22,Gen Z,Some College,Store Operations,Cashier,Entry,Full-time,27538.01953125,EMP002436,STR001,2021-11-28,NULL,1,1129
EMP001658,Cynthia Bates,33,Millennial,High School,Store Operations,Cashier,Entry,Part-time,15033.150390625,EMP002585,STR006,2020-05-25,2023-03-07,0,1016
EMP001659,Timothy Andrews,21,Gen Z,Bachelor's,Store Operations,Sales Associate,Associate,Full-time,32763.779296875,EMP000520,STR106,2021-07-25,NULL,1,1255
EMP001660,Mr. Joel Peters,42,Gen X,High School,Store Operations,Cashier,Entry,Part-time,15883.2197265625,EMP002684,STR038,2020-10-01,NULL,1,1552
EMP001661,Casey Blanchard,29,Millennial,Bachelor's,Store Operations,Cashier,Entry,Part-time,16803.5703125,EMP002712,STR141,2020-12-23,NULL,1,1469
EMP001662,Brian Cervantes,30,Millennial,Bachelor's,Store Operations,Sales Associate,Associate,Full-time,34188.1484375,EMP000121,STR150,2020-10-06,NULL,1,1547
EMP001663,Jamie Snyder,35,Millennial,High School,Store Operations,Sales Associate,Associate,Full-time,39032.69921875,EMP002436,STR121,2012-12-31,NULL,1,4383
EMP001664,Ann Montoya,46,Gen X,Master's,Store Operations,Sales Associate,Associate,Full-time,33963.55859375,EMP000240,STR038,2020-10-09,NULL,1,1544
EMP001665,Stephanie Fields,26,Millennial,High School,Store Operations,Cashier,Entry,Full-time,31921.580078125,EMP000767,STR060,2021-11-08,NULL,1,1149
EMP001666,Charles Hernandez,29,Millennial,Master's,Store Operations,Sales Associate,Associate,Full-time,38217.1015625,EMP001026,STR058,2020-03-15,NULL,1,1752
EMP001667,Jean Lane,31,Millennial,High School,Store Operations,Cashier,Entry,Full-time,24085.109375,EMP001224,STR050,2020-02-23,NULL,1,1773
EMP001668,Michael Stewart,28,Millennial,High School,Store Operations,Cashier,Entry,Full-time,31305.94921875,EMP001447,STR107,2021-02-20,NULL,1,1410
